548099ad0b2ed09c150e1e82.grobid.tei.txt	-0.8791376	-0.11690515	0.1644515	-2.2909229	1.2739424	3.4247658	0.12513243	5.1267247	-3.8463292	-1.0212302	3.6991365	-2.8241138	1.0576174	-4.054694	-2.321506	1.0543027	1.9749342	5.55636	1.184654	-0.7294474	-0.0068826466	3.0100474	-2.706756	0.97540903	0.39134794	-3.5913148	0.33445263	1.9125756	-0.8266824	1.6202035	-5.2035093	3.6123376	1.3836294	-2.6902404	3.7875652	4.8689685	-1.8043551	-5.7028146	-0.20722751	1.8581071	0.69306034	1.4254566	2.3162775	0.6883419	1.5554415	0.28579426	4.1001787	3.031383	-0.7393918	1.8074527
548093e40b2ed09c150cd636.grobid.tei.txt	2.000451	3.906923	-2.2153118	-0.31624532	1.8933775	-2.6557488	2.3578079	3.3049119	0.3397056	-0.70026207	2.061683	-0.59476006	0.02699424	0.8327841	1.5577838	-4.420282	0.682221	-3.0731635	1.1432046	1.509489	-0.9375787	-0.5418427	-2.8689356	-2.9032257	-3.1825078	-0.6078257	1.0028427	-1.2160162	-2.7438655	-3.577875	0.6673436	3.691139	-0.83806056	1.7411488	-2.4482286	3.974187	-1.831462	-4.2867565	0.081914775	0.33437514	-2.26474	-4.567002	0.4013175	-1.4143801	-4.7972026	5.672444	0.8402476	-1.0225244	0.455483	1.8295088
56d7637eb6a80f1302007cd0.grobid.tei.txt	2.1402628	2.1802065	-3.4139454	-1.7197139	-3.4855974	-4.5095143	1.5680875	1.4833492	-0.32564744	-4.1152177	2.0551815	0.32109183	2.0363286	-2.2135227	1.2949586	-5.006639	1.8642706	3.7893023	-1.6024213	-0.25207645	-6.8323555	2.864268	-2.6299908	-0.570666	-1.7617549	-1.4805208	-0.19536676	2.6859562	3.201642	-2.3726907	1.9472855	0.43558964	1.0004195	-0.06835446	-1.83083	-0.11726744	-0.002456536	-3.1647537	-0.36890692	-0.2945206	1.1872264	2.4496365	-0.0071697044	-0.9505015	1.3091239	-0.5508049	-1.1759439	-1.1563386	0.19688168	-3.0003078
58ecbcec5010df51fe0a4e1e.grobid.tei.txt	-0.79555047	4.2611384	-0.50637937	5.035326	0.05060771	0.44048846	5.162724	4.827461	-1.4892524	-0.54358727	1.3146924	-0.48204547	-1.3996862	0.1395351	-2.0918612	-2.1747024	-0.23613311	-3.6249547	0.12922561	-0.03817338	1.8932797	-0.13283868	1.9186735	-1.9570563	-1.7263384	-1.4313453	0.47410867	1.5008854	-1.5034748	-7.942762	1.8037186	3.2008452	0.9975212	0.76041067	-0.92262405	-3.4909232	-1.4468919	-0.6706802	-0.6353108	-3.2390537	-0.5364427	-3.85365	-0.3753278	-3.2897534	1.0498364	5.347185	-3.3363855	4.787952	-0.17665292	3.5566149
539f7d18fdac3da14c00d84a.grobid.tei.txt	-2.759243	3.9509733	-4.210989	-0.42184246	-1.6791462	-3.998148	3.8331432	-0.846397	-0.34287632	1.0200621	5.5898495	2.293752	-0.68129534	-0.65777713	-0.94278204	-4.139648	1.5057675	0.8062817	-2.8289578	-2.1111522	3.815835	2.0272412	1.144022	-1.3657782	-1.3761032	-0.050212886	1.4267715	3.928365	0.42389676	-5.30288	3.7330737	-2.5013947	0.94671386	-0.17674005	-4.0601454	1.0141561	3.4979863	-2.798944	-0.40002227	-1.3475076	1.4084575	4.5267243	-0.16409999	-2.125513	-4.059839	-0.51285213	-1.3556343	2.1915147	-1.7235101	-3.1521199
539860cdc36fed9919009a91.grobid.tei.txt	1.314222	1.3165938	-2.23116	2.5139005	3.862486	-0.47590744	1.417982	3.7948427	-1.7599665	1.659411	1.6016952	6.2892528	2.2659104	0.6613063	-3.5947797	-2.379896	1.8571767	-3.1054056	-0.02712977	1.8546646	3.2018971	-0.91538894	0.8337785	0.70077	-1.549081	0.8191607	0.9567988	1.3289261	-0.8827048	-2.3768578	-1.1555482	1.1716515	2.5082815	0.952658	0.7186769	-2.4203968	-3.5358908	-0.74486774	-2.8922255	-4.7130675	0.9749267	-2.7955747	-1.2081202	-4.469661	1.4829596	3.7064483	1.9514089	2.2310793	-2.4046583	0.8285343
53301c2894c29b733433b1a9.grobid.tei.txt	4.1198616	-0.80169636	-3.7536561	3.7394955	-0.79080254	0.8350947	1.7995536	-1.2004746	-0.32238942	0.19317384	3.347971	-0.49017188	4.2315755	-2.592139	-4.8390894	2.0533834	1.3281002	1.1335442	-2.2288399	-2.1045907	2.6479912	-0.17584336	-0.34844455	-0.2419971	4.0961604	-0.686533	0.57647014	3.6973825	-2.4211829	-3.0850918	-1.7096175	-0.62763244	3.2297301	2.586295	0.45681557	-2.057601	-0.7767298	-1.3228474	-0.74024326	2.5147924	4.9259305	-2.02594	-1.9163768	0.8433234	4.122097	-1.5952011	2.349006	3.4138613	2.0547998	4.3717403
56d733e3b5b131807602570f.grobid.tei.txt	0.8609966	3.1665485	-1.982452	-3.8563569	-1.8594507	-4.604017	1.6211835	-1.1910527	-0.042966545	-3.444281	1.9872584	-1.0143173	0.59103924	0.05294348	2.1940043	-2.679211	0.77930677	2.382895	0.30022457	-1.6767035	-2.934712	-0.13272354	-3.5518363	1.8056093	1.5417548	-2.2046318	0.34366935	0.6976926	-2.0104158	-2.3890595	-3.828607	3.9855096	0.53993934	3.7155185	0.83480304	-1.9353579	-1.7581865	-3.8730426	1.5477726	0.42371097	-4.1077113	-2.2966633	-3.75419	-0.10676405	1.5559428	1.376409	-1.9084356	2.0994086	0.1346964	0.35433647
54903c47bde7fcd94f45a2c2.grobid.tei.txt	4.764066	1.5218662	-1.142588	3.63339	3.854668	0.44584385	3.5643556	4.259245	-2.3203435	1.7505366	1.0363747	1.0696576	2.2547507	-0.98595434	-1.6775873	-3.9136136	2.5953581	-0.8113248	-2.631326	2.4230351	0.4117222	3.5372195	-0.032179818	-0.26372546	-1.9860437	-1.4131659	1.381116	-1.7305334	-1.1572905	-6.7594767	-0.06933309	5.595244	0.95750076	1.3622845	-1.6329863	0.37223256	-2.7705765	0.7288871	-3.7604904	-2.2124097	1.0426311	-4.199501	-0.5910913	-3.0787685	1.5544568	6.062857	-2.6318102	3.0050168	0.41204575	2.9892046
54918374bde7fcd94f5e9d71.grobid.tei.txt	-0.6108246	-1.3876766	-2.4174514	0.17091969	-3.0120568	-4.1687927	3.8719897	-5.3561935	-1.1067245	-3.2212553	3.2479718	0.104010925	5.5662045	-0.09753737	-0.95722634	-3.8159227	0.087492265	2.0435667	-3.8392093	0.5805748	-1.095361	-0.63189983	-2.9654953	-1.2611629	3.4901984	-1.0913943	-0.16693413	2.839907	3.002844	-5.2128954	0.8833685	0.5995494	2.0014682	-0.1282709	-0.65440243	-1.5526268	-2.0157914	-2.1229663	-2.958262	4.656343	5.7330294	1.758672	-3.633098	0.041671276	-0.071019955	-7.903965	-0.608807	0.473656	2.1003976	3.9813488
